Show Date,Show Location,Corp Name,General Effect - TOT,General Effect - TOT_rank,Visual - TOT,Visual - TOT_rank,Music - TOT,Music - TOT_rank,Sub Total,Sub Total_rank,Total,Total_rank
"August 9, 2019","Indianapolis, IN",Boston Crusaders,37.600,6,28.675,4,28.138,6,94.413,6,93.413,6
"August 9, 2019","Indianapolis, IN",Blue Knights,37.050,7,27.700,7,27.875,7,92.625,7,92.625,7
"August 9, 2019","Indianapolis, IN",Blue Stars,36.425,8,27.700,7,27.175,9,91.300,8,91.300,8
"August 9, 2019","Indianapolis, IN",The Cadets,35.450,10,27.075,9,27.275,8,89.800,9,89.800,9
"August 9, 2019","Indianapolis, IN",Mandarins,35.675,9,26.975,10,26.788,10,89.438,10,89.438,10
"August 9, 2019","Indianapolis, IN",Crossmen,35.050,12,26.500,11,26.675,11,88.225,11,88.225,11
"August 9, 2019","Indianapolis, IN",Phantom Regiment,35.125,11,26.000,12,26.650,12,87.775,12,87.775,12
"August 9, 2019","Indianapolis, IN",Spirit of Atlanta,34.300,13,25.675,13,25.613,14,85.587,13,85.587,13
"August 9, 2019","Indianapolis, IN",Pacific Crest,34.000,14,25.525,14,25.825,13,85.350,14,85.350,14
"August 9, 2019","Indianapolis, IN",The Academy,33.325,15,25.500,15,25.475,16,84.300,15,84.300,15
"August 9, 2019","Indianapolis, IN",Colts,33.275,16,25.450,16,25.500,15,84.225,16,84.225,16
"August 9, 2019","Indianapolis, IN",Madison Scouts,32.600,17,24.450,18,25.088,17,82.137,17,82.137,17
"August 9, 2019","Indianapolis, IN",Troopers,32.275,18,24.700,17,24.688,18,81.663,18,81.663,18
"August 9, 2019","Indianapolis, IN",Spartans,31.900,19,24.225,19,24.225,19,80.350,19,80.350,19
"August 9, 2019","Indianapolis, IN",Genesis,31.400,20,23.150,22,24.175,20,78.725,20,78.725,20
"August 9, 2019","Indianapolis, IN",Legends,30.850,21,23.550,21,24.000,21,78.400,21,78.400,21
"August 9, 2019","Indianapolis, IN",Gold,30.325,23,23.775,20,23.000,23,77.100,22,77.100,22
"August 9, 2019","Indianapolis, IN",Music City,30.750,22,22.675,24,23.225,22,76.650,23,76.650,23
"August 9, 2019","Indianapolis, IN",Jersey Surf,30.200,24,22.950,23,22.750,24,75.900,24,75.900,24
"August 9, 2019","Indianapolis, IN",Seattle Cascades,29.050,25,22.300,25,21.925,25,73.275,25,73.275,25
"August 8, 2019","Indianapolis, IN",Bluecoats,39.275,1,29.125,2,29.250,2,97.650,1,97.650,1
"August 8, 2019","Indianapolis, IN",Blue Devils,38.925,2,29.550,1,29.075,4,97.550,2,97.550,2
"August 8, 2019","Indianapolis, IN",Santa Clara Vanguard,38.175,3,28.900,3,29.163,3,96.238,3,96.238,3
"August 8, 2019","Indianapolis, IN",Carolina Crown,37.975,4,28.700,4,29.263,1,95.938,4,95.938,4
"August 8, 2019","Indianapolis, IN",The Cavaliers,37.750,5,28.350,6,28.450,5,94.550,5,94.250,5
"August 8, 2019","Indianapolis, IN",Boston Crusaders,37.525,6,28.600,5,28.100,6,94.225,6,94.225,6
"August 8, 2019","Indianapolis, IN",Blue Knights,36.400,7,27.500,7,27.575,7,91.475,7,91.475,7
"August 8, 2019","Indianapolis, IN",Blue Stars,36.300,8,27.500,7,27.050,9,90.850,8,90.850,8
"August 8, 2019","Indianapolis, IN",The Cadets,35.650,9,27.000,9,27.450,8,90.100,9,90.100,9
"August 8, 2019","Indianapolis, IN",Mandarins,35.625,10,27.000,9,26.225,11,88.850,10,88.850,10
"August 8, 2019","Indianapolis, IN",Phantom Regiment,34.950,11,26.150,12,26.275,10,87.375,11,87.375,11
"August 8, 2019","Indianapolis, IN",Crossmen,34.700,12,26.300,11,26.162,12,87.163,12,87.163,12
"August 8, 2019","Indianapolis, IN",Spirit of Atlanta,34.125,13,25.550,13,25.575,13,85.250,13,85.250,13
"August 8, 2019","Indianapolis, IN",Pacific Crest,33.600,14,25.350,15,24.975,16,83.925,14,83.925,14
"August 8, 2019","Indianapolis, IN",The Academy,33.400,16,25.450,14,25.050,15,83.900,15,83.900,15
"August 8, 2019","Indianapolis, IN",Colts,33.450,15,25.050,16,25.325,14,83.825,16,83.825,16
"August 8, 2019","Indianapolis, IN",Madison Scouts,32.550,17,24.050,18,24.425,18,81.025,17,81.025,17
"August 8, 2019","Indianapolis, IN",Troopers,32.275,18,23.800,19,24.775,17,80.850,18,80.850,18
"August 8, 2019","Indianapolis, IN",Spartans,31.850,19,24.550,17,24.000,19,80.400,19,80.400,19
"August 8, 2019","Indianapolis, IN",Genesis,31.475,20,23.300,22,23.388,21,78.163,20,78.163,20
"August 8, 2019","Indianapolis, IN",Legends,30.850,21,23.550,20,23.675,20,78.075,21,78.075,21
"August 8, 2019","Indianapolis, IN",Gold,30.650,23,23.400,21,22.775,23,76.825,22,76.825,22
"August 8, 2019","Indianapolis, IN",Music City,30.775,22,22.675,24,23.138,22,76.588,23,76.588,23
"August 8, 2019","Indianapolis, IN",Jersey Surf,30.625,24,23.200,23,22.588,24,76.413,24,76.413,24
"August 8, 2019","Indianapolis, IN",Seattle Cascades,29.500,25,22.100,27,22.100,26,73.700,25,73.700,25
"August 8, 2019","Indianapolis, IN",Louisiana Stars,28.975,26,22.450,25,22.175,25,73.600,26,73.600,26
"August 8, 2019","Indianapolis, IN",Southwind,28.575,27,22.200,26,21.588,27,72.363,27,72.363,27
"August 8, 2019","Indianapolis, IN",River City Rhythm,28.400,28,21.750,28,20.925,30,71.075,28,71.075,28
"August 8, 2019","Indianapolis, IN",Guardians,28.375,29,21.500,29,21.100,28,70.975,29,70.975,29
"August 8, 2019","Indianapolis, IN",7th Regiment,28.350,30,21.150,30,20.975,29,70.475,30,70.475,30
"August 8, 2019","Indianapolis, IN",Golden Empire,27.200,31,21.150,30,20.125,32,68.475,31,68.475,31
"August 8, 2019","Indianapolis, IN",Shadow,26.650,32,19.350,33,20.300,31,66.300,32,66.300,32
"August 8, 2019","Indianapolis, IN",Colt Cadets,25.700,33,19.150,34,19.575,33,64.425,33,64.425,33
"August 8, 2019","Indianapolis, IN",Les Stentors,25.150,34,19.750,32,18.250,36,63.150,34,63.150,34
"August 8, 2019","Indianapolis, IN",Raiders,24.950,35,18.800,35,18.700,34,62.450,35,62.450,35
"August 8, 2019","Indianapolis, IN",Heat Wave,23.700,36,18.050,36,18.300,35,60.050,36,60.050,36
"August 5, 2019","Edinboro, PA",The Cadets,35.600,1,26.400,1,27.400,1,89.400,1,89.400,1
"August 5, 2019","Edinboro, PA",Colts,33.900,2,24.850,3,25.700,2,84.450,2,84.450,2
"August 5, 2019","Edinboro, PA",Pacific Crest,33.100,3,25.150,2,25.350,3,83.600,3,83.600,3
"August 5, 2019","Edinboro, PA",Madison Scouts,32.100,4,24.350,4,24.650,4,81.100,4,81.100,4
"August 5, 2019","Edinboro, PA",Jersey Surf,31.500,5,23.050,5,22.550,6,77.100,5,77.100,5
"August 5, 2019","Edinboro, PA",Music City,30.500,6,22.650,6,22.900,5,76.050,6,76.050,6
"August 5, 2019","Edinboro, PA",Seattle Cascades,28.500,7,21.600,7,21.300,7,71.400,7,71.400,7
"August 5, 2019","Akron, OH",Bluecoats,38.700,1,28.750,1,28.700,3,96.150,1,96.150,1
"August 5, 2019","Akron, OH",Santa Clara Vanguard,37.900,2,28.475,2,28.775,2,95.150,2,95.150,2
"August 5, 2019","Akron, OH",Carolina Crown,37.700,3,28.075,4,29.075,1,94.850,3,94.850,3
"August 5, 2019","Akron, OH",The Cavaliers,37.000,4,27.750,5,28.050,4,92.800,4,92.800,4
"August 5, 2019","Akron, OH",Boston Crusaders,36.600,5,28.150,3,27.950,5,92.700,5,92.700,5
"August 5, 2019","Akron, OH",Blue Knights,35.500,6,26.500,7,27.550,6,89.550,6,89.550,6
"August 5, 2019","Akron, OH",Mandarins,35.000,7,26.850,6,25.950,8,87.800,7,87.800,7
"August 5, 2019","Akron, OH",Phantom Regiment,34.200,9,25.450,9,26.450,7,86.100,8,86.100,8
"August 5, 2019","Akron, OH",Crossmen,34.500,8,25.700,8,25.750,9,85.950,9,85.950,9
"August 4, 2019","Pittsburgh, PA",Blue Devils,38.400,1,28.800,1,28.550,1,95.750,1,95.750,1
"August 4, 2019","Pittsburgh, PA",Spirit of Atlanta,34.300,2,25.800,2,25.950,2,86.050,2,86.050,2
"August 4, 2019","Pittsburgh, PA",The Academy,33.800,3,25.300,3,25.100,3,84.200,3,84.200,3
"August 4, 2019","Pittsburgh, PA",Troopers,31.600,4,23.650,5,24.350,5,79.600,4,79.600,4
"August 4, 2019","Pittsburgh, PA",Madison Scouts,30.900,5,23.900,4,24.450,4,79.250,5,79.250,5
"August 4, 2019","Pittsburgh, PA",Genesis,29.600,6,23.100,6,23.000,6,75.700,6,75.700,6
"August 4, 2019","Pittsburgh, PA",Seattle Cascades,27.700,7,21.750,7,21.400,7,70.850,7,70.850,7
"August 4, 2019","Buffalo, NY",Bluecoats,38.700,1,28.700,1,28.475,2,95.875,1,95.875,1
"August 4, 2019","Buffalo, NY",Carolina Crown,37.900,2,28.200,2,28.675,1,94.775,2,94.775,2
"August 4, 2019","Buffalo, NY",The Cavaliers,37.300,3,27.800,4,28.000,3,93.100,3,93.100,3
"August 4, 2019","Buffalo, NY",Boston Crusaders,36.900,4,28.150,3,27.250,4,92.300,4,92.300,4
"August 4, 2019","Buffalo, NY",Blue Knights,35.600,5,26.650,5,26.750,5,89.000,5,89.000,5
"August 4, 2019","Buffalo, NY",Blue Stars,35.300,6,26.500,6,26.175,6,87.975,6,87.975,6
"August 4, 2019","Buffalo, NY",Mandarins,35.000,7,26.500,6,25.700,8,87.200,7,87.200,7
"August 4, 2019","Buffalo, NY",Phantom Regiment,34.900,8,25.500,8,26.000,7,86.400,8,86.400,8
"August 4, 2019","Buffalo, NY",Colts,33.600,9,24.750,9,24.800,9,83.150,9,83.150,9
"August 3, 2019","Allentown, PA",Carolina Crown,36.975,1,28.050,1,28.613,1,93.638,1,93.638,1
"August 3, 2019","Allentown, PA",The Cavaliers,36.825,2,27.800,3,28.025,2,92.650,2,92.650,2
"August 3, 2019","Allentown, PA",Boston Crusaders,36.775,3,27.850,2,27.350,3,91.975,3,91.975,3
"August 3, 2019","Allentown, PA",The Cadets,34.900,4,26.200,5,26.775,4,87.875,4,87.875,4
"August 3, 2019","Allentown, PA",Mandarins,34.850,5,26.850,4,25.925,7,87.625,5,87.125,5
"August 3, 2019","Allentown, PA",Crossmen,34.425,6,26.075,6,26.125,5,86.625,6,86.625,6
"August 3, 2019","Allentown, PA",Phantom Regiment,34.125,7,25.700,7,26.075,6,85.900,7,85.900,7
"August 3, 2019","Allentown, PA",Spirit of Atlanta,33.550,8,25.450,8,25.600,8,84.600,8,84.600,8
"August 3, 2019","Allentown, PA",Colts,32.625,9,24.975,10,25.263,9,82.863,9,82.863,9
"August 3, 2019","Allentown, PA",Pacific Crest,32.375,10,25.100,9,25.100,10,82.575,10,82.575,10
"August 3, 2019","Allentown, PA",Jersey Surf,30.050,11,23.700,11,22.875,11,76.625,11,76.625,11
"August 3, 2019","Allentown, PA",Seattle Cascades,28.250,12,22.150,12,21.550,12,71.950,12,71.950,12
"August 2, 2019","Allentown, PA",Bluecoats,38.250,1,28.400,2,28.525,1,95.175,1,95.175,1
"August 2, 2019","Allentown, PA",Blue Devils,38.000,2,28.600,1,28.350,3,94.950,2,94.950,2
"August 2, 2019","Allentown, PA",Santa Clara Vanguard,37.200,3,28.000,3,28.388,2,93.588,3,93.588,3
"August 2, 2019","Allentown, PA",Blue Knights,35.150,5,26.400,5,26.550,4,88.100,4,88.100,4
"August 2, 2019","Allentown, PA",Blue Stars,35.300,4,26.750,4,25.975,5,88.025,5,88.025,5
"August 2, 2019","Allentown, PA",The Academy,32.850,6,25.050,6,24.250,6,82.150,6,82.150,6
"August 2, 2019","Allentown, PA",Madison Scouts,31.500,7,23.650,7,24.225,7,79.375,7,79.375,7
"August 2, 2019","Allentown, PA",Troopers,30.750,8,23.500,8,24.000,8,78.250,8,78.250,8
"August 2, 2019","Allentown, PA",Genesis,30.350,9,23.100,9,22.675,9,76.125,9,76.125,9
"August 2, 2019","Allentown, PA",Music City,29.975,10,22.250,10,22.225,10,74.450,10,74.450,10
"August 1, 2019","Lawrence, MA",Carolina Crown,36.800,2,27.750,2,28.700,1,93.250,1,93.250,1
"August 1, 2019","Lawrence, MA",Boston Crusaders,37.200,1,27.800,1,27.700,2,92.700,2,92.700,2
"August 1, 2019","Lawrence, MA",Mandarins,34.600,3,26.700,3,25.750,3,87.050,3,87.050,3
"August 1, 2019","Lawrence, MA",Colts,32.800,4,24.350,4,25.200,4,82.350,4,82.350,4
"August 1, 2019","Lawrence, MA",Seattle Cascades,27.800,5,21.050,5,21.900,5,70.750,5,70.750,5
"August 1, 2019","Rome, NY",Phantom Regiment,34.300,1,25.400,1,26.500,1,86.200,1,86.200,1
"August 1, 2019","Rome, NY",Spirit of Atlanta,33.600,2,25.350,2,26.000,2,84.950,2,84.950,2
"August 1, 2019","Rome, NY",Pacific Crest,32.800,3,24.450,3,24.500,3,81.750,3,81.750,3
"August 1, 2019","Rome, NY",Music City,30.900,4,22.450,4,22.500,5,75.850,4,75.850,4
"August 1, 2019","Rome, NY",Jersey Surf,30.100,5,22.250,5,23.150,4,75.500,5,75.500,5
"July 30, 2019","Annapolis, MD",The Cavaliers,36.700,1,27.450,1,27.900,1,92.050,1,92.050,1
"July 30, 2019","Annapolis, MD",The Cadets,35.500,2,26.200,3,26.600,2,88.300,2,88.300,2
"July 30, 2019","Annapolis, MD",Mandarins,34.900,3,26.500,2,25.750,3,87.150,3,87.150,3
"July 30, 2019","Annapolis, MD",Spirit of Atlanta,33.500,4,25.500,4,25.600,4,84.600,4,84.600,4
"July 30, 2019","Annapolis, MD",Jersey Surf,29.200,5,22.200,5,22.800,5,74.200,5,74.200,5
"July 30, 2019","Annapolis, MD",Seattle Cascades,27.800,6,21.150,6,21.800,6,70.750,6,70.750,6
"July 30, 2019","Salem, VA",Carolina Crown,36.800,1,27.350,1,28.350,1,92.500,1,92.500,1
"July 30, 2019","Salem, VA",Blue Knights,35.000,2,25.850,3,26.900,2,87.750,2,87.750,2
"July 30, 2019","Salem, VA",Blue Stars,34.600,3,26.500,2,26.100,3,87.200,3,87.200,3
"July 30, 2019","Salem, VA",Crossmen,33.000,4,25.550,4,25.900,4,84.450,4,84.450,4
"July 30, 2019","Salem, VA",Pacific Crest,31.500,5,23.800,5,24.050,5,79.350,5,79.350,5
"July 30, 2019","Salem, VA",Madison Scouts,30.400,6,23.150,6,23.650,6,77.200,6,77.200,6
"July 29, 2019","Charleston, WV",Mandarins,34.900,1,25.900,1,24.950,2,85.750,1,85.750,1
"July 29, 2019","Charleston, WV",Phantom Regiment,34.000,2,24.950,2,25.850,1,84.800,2,84.800,2
"July 29, 2019","Charleston, WV",The Academy,32.900,3,24.200,4,24.200,3,81.300,3,81.300,3
"July 29, 2019","Charleston, WV",Pacific Crest,32.700,4,24.500,3,23.800,4,81.000,4,81.000,4
"July 29, 2019","Charleston, WV",Madison Scouts,30.800,5,23.000,5,23.550,5,77.350,5,77.350,5
"July 29, 2019","Charleston, WV",Seattle Cascades,27.100,6,21.100,6,21.450,6,69.650,6,69.650,6
"July 29, 2019","Centerville, OH",Blue Devils,37.800,2,28.400,1,28.425,1,94.625,1,94.625,1
"July 29, 2019","Centerville, OH",Bluecoats,38.100,1,28.100,2,28.150,2,94.350,2,94.350,2
"July 29, 2019","Centerville, OH",Colts,32.600,3,24.200,3,24.650,3,81.450,3,81.450,3
"July 29, 2019","Centerville, OH",Troopers,30.900,4,23.150,4,22.900,4,76.950,4,76.950,4
"July 29, 2019","Centerville, OH",Music City,30.000,5,21.950,5,22.250,5,74.200,5,74.200,5
"July 28, 2019","Winston-Salem, NC",Blue Devils,37.700,2,28.500,1,27.950,2,94.150,1,94.150,1
"July 28, 2019","Winston-Salem, NC",Bluecoats,38.000,1,28.125,2,27.950,2,94.075,2,94.075,2
"July 28, 2019","Winston-Salem, NC",Santa Clara Vanguard,37.400,3,28.100,3,27.900,4,93.400,3,93.400,3
"July 28, 2019","Winston-Salem, NC",Carolina Crown,36.050,5,27.525,5,28.000,1,91.575,4,91.575,4
"July 28, 2019","Winston-Salem, NC",The Cavaliers,36.500,4,27.275,6,27.625,5,91.400,5,91.400,5
"July 28, 2019","Winston-Salem, NC",Boston Crusaders,36.000,6,27.675,4,26.600,6,90.275,6,90.275,6
"July 28, 2019","Winston-Salem, NC",Blue Knights,35.450,7,25.975,8,26.400,8,87.825,7,87.825,7
"July 28, 2019","Winston-Salem, NC",Blue Stars,34.800,8,26.250,7,25.800,9,86.850,8,86.850,8
"July 28, 2019","Winston-Salem, NC",The Cadets,34.500,9,25.700,9,26.450,7,86.650,9,86.650,9
"July 28, 2019","Winston-Salem, NC",Phantom Regiment,33.900,10,25.175,10,25.350,10,84.425,10,84.425,10
"July 28, 2019","Winston-Salem, NC",Spirit of Atlanta,33.100,11,24.950,11,24.950,11,83.000,11,83.000,11
"July 27, 2019","Atlanta, GA",Bluecoats,37.600,1,28.125,2,28.038,2,93.762,1,93.762,1
"July 27, 2019","Atlanta, GA",Blue Devils,37.375,2,28.350,1,27.913,4,93.637,2,93.637,2
"July 27, 2019","Atlanta, GA",Santa Clara Vanguard,37.200,3,27.950,3,28.100,1,93.250,3,93.250,3
"July 27, 2019","Atlanta, GA",Carolina Crown,36.275,6,27.275,5,28.038,2,91.588,4,91.588,4
"July 27, 2019","Atlanta, GA",Boston Crusaders,36.475,4,27.550,4,26.650,6,90.675,5,90.675,5
"July 27, 2019","Atlanta, GA",The Cavaliers,36.350,5,27.050,6,27.213,5,90.613,6,90.613,6
"July 27, 2019","Atlanta, GA",Blue Knights,35.100,7,25.950,9,26.125,8,87.175,7,87.175,7
"July 27, 2019","Atlanta, GA",Blue Stars,34.700,8,26.300,7,25.912,9,86.913,8,86.913,8
"July 27, 2019","Atlanta, GA",The Cadets,34.125,10,25.675,10,26.150,7,85.950,9,85.950,9
"July 27, 2019","Atlanta, GA",Mandarins,34.475,9,25.975,8,24.600,13,85.050,10,85.050,10
"July 27, 2019","Atlanta, GA",Crossmen,33.700,11,25.250,11,25.263,11,84.213,11,84.213,11
"July 27, 2019","Atlanta, GA",Phantom Regiment,33.450,12,24.775,12,25.500,10,83.725,12,83.725,12
"July 27, 2019","Atlanta, GA",Spirit of Atlanta,32.900,13,24.750,13,24.750,12,82.400,13,82.400,13
"July 27, 2019","Atlanta, GA",The Academy,32.250,14,24.000,15,23.625,15,79.875,14,79.875,14
"July 27, 2019","Atlanta, GA",Colts,31.775,15,23.875,16,24.225,14,79.875,14,79.875,14
"July 27, 2019","Atlanta, GA",Pacific Crest,31.500,16,24.150,14,23.600,16,79.250,16,79.250,16
"July 27, 2019","Atlanta, GA",Madison Scouts,30.600,18,23.100,17,23.400,17,77.100,17,77.100,17
"July 27, 2019","Atlanta, GA",Troopers,30.650,17,23.050,18,22.575,18,76.275,18,76.275,18
"July 27, 2019","Atlanta, GA",Genesis,29.750,19,22.250,19,21.550,20,73.550,19,73.550,19
"July 27, 2019","Atlanta, GA",Music City,29.375,20,21.600,20,22.275,19,73.250,20,73.250,20
"July 27, 2019","Atlanta, GA",Jersey Surf,28.300,21,21.350,21,21.500,21,71.150,21,71.150,21
"July 27, 2019","Atlanta, GA",Seattle Cascades,27.550,22,20.750,22,20.925,22,69.225,22,69.225,22
"July 26, 2019","Trussville, AL",Blue Knights,35.100,1,26.100,1,26.250,1,87.450,1,87.450,1
"July 26, 2019","Trussville, AL",Colts,32.200,2,24.100,2,24.350,2,80.650,2,80.650,2
"July 26, 2019","Trussville, AL",Pacific Crest,31.900,3,24.000,3,24.350,2,80.250,3,80.250,3
"July 26, 2019","Trussville, AL",Madison Scouts,30.400,5,22.950,4,23.575,4,76.925,4,76.925,4
"July 26, 2019","Trussville, AL",Troopers,30.800,4,22.950,4,22.850,5,76.600,5,76.600,5
"July 26, 2019","Trussville, AL",Genesis,29.100,6,22.600,6,21.600,7,73.300,6,73.300,6
"July 26, 2019","Trussville, AL",Jersey Surf,28.500,7,21.900,7,21.650,6,72.050,7,72.050,7
"July 26, 2019","Murfreesboro, TN",Blue Devils,37.850,2,28.200,1,27.450,4,93.500,1,93.500,1
"July 26, 2019","Murfreesboro, TN",Bluecoats,37.950,1,27.850,2,27.625,2,93.425,2,93.425,2
"July 26, 2019","Murfreesboro, TN",Santa Clara Vanguard,37.200,3,27.750,3,27.625,2,92.575,3,92.575,3
"July 26, 2019","Murfreesboro, TN",Carolina Crown,35.600,6,26.825,6,27.650,1,90.075,4,90.075,4
"July 26, 2019","Murfreesboro, TN",Boston Crusaders,36.150,4,27.250,4,26.575,6,89.975,5,89.975,5
"July 26, 2019","Murfreesboro, TN",The Cavaliers,35.750,5,26.850,5,26.900,5,89.500,6,89.500,6
"July 26, 2019","Murfreesboro, TN",Blue Stars,34.500,8,26.250,7,26.000,8,86.750,7,86.750,7
"July 26, 2019","Murfreesboro, TN",The Cadets,34.600,7,25.400,8,26.050,7,86.050,8,86.050,8
"July 26, 2019","Murfreesboro, TN",Music City,29.200,9,21.900,9,21.950,9,73.050,9,73.050,9
"July 25, 2019","Dothan, AL",Mandarins,34.500,1,26.150,1,25.000,1,85.650,1,85.650,1
"July 25, 2019","Dothan, AL",Spirit of Atlanta,33.200,2,24.650,2,24.450,2,82.300,2,82.300,2
"July 25, 2019","Dothan, AL",Pacific Crest,31.600,3,23.550,3,23.450,3,78.600,3,78.600,3
"July 25, 2019","Dothan, AL",Genesis,28.600,4,22.400,4,21.750,4,72.750,4,72.750,4
"July 25, 2019","Dothan, AL",Seattle Cascades,26.900,5,20.950,5,21.450,5,69.300,5,69.300,5
"July 24, 2019","Little Rock, AR",Bluecoats,36.900,1,27.600,1,27.550,2,92.050,1,92.050,1
"July 24, 2019","Little Rock, AR",Santa Clara Vanguard,36.200,2,27.325,3,27.725,1,91.250,2,91.250,2
"July 24, 2019","Little Rock, AR",Boston Crusaders,36.150,3,27.350,2,26.350,4,89.850,3,89.850,3
"July 24, 2019","Little Rock, AR",The Cavaliers,35.500,4,26.400,4,26.675,3,88.575,4,88.575,4
"July 24, 2019","Little Rock, AR",Blue Knights,34.400,5,25.500,5,25.650,5,85.550,5,85.550,5
"July 24, 2019","Little Rock, AR",Crossmen,33.100,6,24.850,6,24.750,7,82.700,6,82.700,6
"July 24, 2019","Little Rock, AR",Phantom Regiment,32.800,7,24.300,7,24.950,6,82.050,7,82.050,7
"July 24, 2019","Little Rock, AR",Colts,31.100,8,23.550,8,24.000,8,78.650,8,78.650,8
"July 24, 2019","Little Rock, AR",Music City,29.300,9,21.800,9,21.650,9,72.750,9,72.750,9
"July 24, 2019","Little Rock, AR",Jersey Surf,27.900,10,21.200,10,20.800,10,69.900,10,69.900,10
"July 24, 2019","Hattiesburg, MS",Blue Devils,36.800,1,27.700,1,27.650,1,92.150,1,92.150,1
"July 24, 2019","Hattiesburg, MS",Blue Stars,35.200,2,26.250,2,25.900,3,87.350,2,87.350,2
"July 24, 2019","Hattiesburg, MS",Mandarins,34.100,3,25.600,3,24.950,4,84.650,3,84.650,3
"July 24, 2019","Hattiesburg, MS",The Cadets,33.000,4,24.750,4,26.300,2,84.050,4,84.050,4
"July 24, 2019","Hattiesburg, MS",The Academy,31.800,5,24.150,5,23.450,5,79.400,5,79.400,5
"July 24, 2019","Hattiesburg, MS",Troopers,30.600,6,22.750,6,22.750,6,76.100,6,76.100,6
"July 24, 2019","Hattiesburg, MS",Madison Scouts,29.900,7,22.150,7,22.550,7,74.600,7,74.600,7
"July 24, 2019","Hattiesburg, MS",Seattle Cascades,26.800,8,20.250,8,20.750,8,67.800,8,67.800,8
"July 22, 2019","Mesquite, TX",Bluecoats,36.800,1,27.450,2,27.300,1,91.550,1,91.550,1
"July 22, 2019","Mesquite, TX",Blue Devils,36.550,2,27.600,1,27.025,2,91.175,2,91.175,2
"July 22, 2019","Mesquite, TX",Carolina Crown,35.700,3,26.875,3,26.925,3,89.500,3,89.500,3
"July 22, 2019","Mesquite, TX",The Cavaliers,35.400,4,26.825,4,26.375,4,88.600,4,88.600,4
"July 22, 2019","Mesquite, TX",Blue Knights,33.600,5,25.300,5,25.650,5,84.550,5,84.550,5
"July 22, 2019","Mesquite, TX",Crossmen,33.200,6,24.650,6,24.650,6,82.500,6,82.500,6
"July 22, 2019","Mesquite, TX",Phantom Regiment,32.500,7,23.650,8,24.600,7,80.750,7,80.750,7
"July 22, 2019","Mesquite, TX",Spirit of Atlanta,32.200,8,23.750,7,24.100,8,80.050,8,80.050,8
"July 22, 2019","Mesquite, TX",Colts,31.400,9,23.050,9,23.550,9,78.000,9,78.000,9
"July 22, 2019","Mesquite, TX",Troopers,30.400,10,22.450,10,22.350,10,75.200,10,75.200,10
"July 22, 2019","Mesquite, TX",Madison Scouts,29.900,11,21.900,11,22.350,10,74.150,11,74.150,11
"July 22, 2019","Lafayette, LA",Blue Stars,34.800,1,25.450,1,25.350,2,85.600,1,85.600,1
"July 22, 2019","Lafayette, LA",The Cadets,33.700,3,24.900,3,25.650,1,84.250,2,84.250,2
"July 22, 2019","Lafayette, LA",Mandarins,33.900,2,25.100,2,24.550,3,83.550,3,83.550,3
"July 22, 2019","Lafayette, LA",The Academy,31.600,4,23.800,4,23.400,4,78.800,4,78.800,4
"July 22, 2019","Lafayette, LA",Pacific Crest,30.900,5,23.000,5,22.350,5,76.250,5,76.250,5
"July 22, 2019","Lafayette, LA",Genesis,29.500,6,21.900,6,21.025,8,72.425,6,72.425,6
"July 22, 2019","Lafayette, LA",Music City,28.100,7,21.050,7,22.000,6,71.150,7,71.150,7
"July 22, 2019","Lafayette, LA",Jersey Surf,28.100,7,21.050,7,21.300,7,70.450,8,70.450,8
"July 22, 2019","Lafayette, LA",Seattle Cascades,26.400,9,20.200,9,20.600,9,67.200,9,67.200,9
"July 20, 2019","San Antonio, TX",Bluecoats,36.650,2,27.450,2,27.113,2,91.213,1,91.213,1
"July 20, 2019","San Antonio, TX",Blue Devils,36.725,1,27.475,1,26.813,4,91.013,2,91.013,2
"July 20, 2019","San Antonio, TX",Santa Clara Vanguard,36.125,3,27.075,3,27.275,1,90.475,3,90.475,3
"July 20, 2019","San Antonio, TX",Carolina Crown,35.075,6,26.775,5,27.013,3,88.863,4,88.863,4
"July 20, 2019","San Antonio, TX",Boston Crusaders,35.525,4,27.000,4,25.988,6,88.513,5,88.513,5
"July 20, 2019","San Antonio, TX",The Cavaliers,35.100,5,26.075,6,26.325,5,87.500,6,87.500,6
"July 20, 2019","San Antonio, TX",Blue Knights,34.150,7,25.625,8,25.775,7,85.550,7,85.550,7
"July 20, 2019","San Antonio, TX",Blue Stars,34.100,8,25.800,7,25.325,9,85.225,8,85.225,8
"July 20, 2019","San Antonio, TX",The Cadets,33.275,9,24.950,10,25.350,8,83.575,9,83.575,9
"July 20, 2019","San Antonio, TX",Mandarins,32.875,10,25.200,9,24.100,12,82.175,10,82.175,10
"July 20, 2019","San Antonio, TX",Crossmen,32.700,11,24.700,11,24.475,11,81.875,11,81.875,11
"July 20, 2019","San Antonio, TX",Phantom Regiment,32.050,12,24.000,12,24.563,10,80.613,12,80.613,12
"July 20, 2019","San Antonio, TX",Spirit of Atlanta,31.100,13,23.800,13,23.975,13,78.875,13,78.875,13
"July 20, 2019","San Antonio, TX",The Academy,31.050,14,23.750,14,22.713,15,77.513,14,77.513,14
"July 20, 2019","San Antonio, TX",Colts,30.250,15,22.975,15,23.500,14,76.725,15,76.725,15
"July 20, 2019","San Antonio, TX",Pacific Crest,30.250,15,22.650,16,22.300,17,75.200,16,75.200,16
